violation_type,frame,track_id,leader_track_id,class_name,lane,d
Vehicle Stoppage,329,22,,car,Outer,0.08235836326688754
Vehicle Stoppage,330,22,,car,Outer,0.09112195125215883
Vehicle Stoppage,331,22,,car,Outer,0.09681012343758442
Vehicle Stoppage,332,22,,car,Outer,0.10370482148868833
Vehicle Stoppage,333,22,,car,Outer,0.11287160847617399
Vehicle Stoppage,334,22,,car,Outer,0.1205375045369682
Vehicle Stoppage,335,22,,car,Outer,0.12938446583728427
Vehicle Stoppage,336,22,,car,Outer,0.13067647072063002
Vehicle Stoppage,337,22,,car,Outer,0.13272622197591305
Vehicle Stoppage,338,22,,car,Outer,0.12982280231145935
Vehicle Stoppage,339,22,,car,Outer,0.13510832690844202
Vehicle Stoppage,340,22,,car,Outer,0.1456555182614045
Vehicle Stoppage,341,22,,car,Outer,0.15720715632566165
Vehicle Stoppage,342,22,,car,Outer,0.1708099528716005
Vehicle Stoppage,343,22,,car,Outer,0.17633065530417175
Vehicle Stoppage,344,22,,car,Outer,0.17834273183957178
Vehicle Stoppage,345,22,,car,Outer,0.18502767360586792
Vehicle Stoppage,346,22,,car,Outer,0.18709486898362948
Vehicle Stoppage,347,22,,car,Outer,0.18807966397247733
Vehicle Stoppage,348,22,,car,Outer,0.19036937778959592
Vehicle Stoppage,349,22,,car,Outer,0.18880942773071516
Vehicle Stoppage,350,22,,car,Outer,0.19675642302095167
Vehicle Stoppage,351,22,,car,Outer,0.193944141442843
Vehicle Stoppage,352,22,,car,Outer,0.19434489959863055
Vehicle Stoppage,353,22,,car,Outer,0.1913160996884532
Vehicle Stoppage,354,22,,car,Outer,0.19347749223100832
Vehicle Stoppage,355,22,,car,Outer,0.1935691091057631
Vehicle Stoppage,356,22,,car,Outer,0.1941459502539315
Vehicle Stoppage,357,22,,car,Outer,0.1934268337123833
Vehicle Stoppage,358,22,,car,Outer,0.19042439444567244
Vehicle Stoppage,359,22,,car,Outer,0.2022992832414416
Vehicle Stoppage,360,22,,car,Outer,0.20682204911468918
Vehicle Stoppage,361,22,,car,Outer,0.20466140329822435
Vehicle Stoppage,362,22,,car,Outer,0.2010896566211148
Vehicle Stoppage,363,22,,car,Outer,0.19926048278571995
Vehicle Stoppage,364,22,,car,Outer,0.19866564876696827
Vehicle Stoppage,365,22,,car,Outer,0.19475754157413308
Vehicle Stoppage,366,22,,car,Outer,0.20531074009900188
Vehicle Stoppage,367,22,,car,Outer,0.2128089518793763
Vehicle Stoppage,368,22,,car,Outer,0.20612020764592862
Vehicle Stoppage,369,22,,car,Outer,0.20569696157211767
Vehicle Stoppage,370,22,,car,Outer,0.20649455198624608
Vehicle Stoppage,371,22,,car,Outer,0.2082853811480736
Vehicle Stoppage,372,22,,car,Outer,0.21357783124659352
Vehicle Stoppage,373,22,,car,Outer,0.2156539821102294
Vehicle Stoppage,374,22,,car,Outer,0.21775017795630336
Vehicle Stoppage,375,22,,car,Outer,0.24342596410407513
Vehicle Stoppage,376,22,,car,Outer,0.23120183822798954
Vehicle Stoppage,377,22,,car,Outer,0.25199382928953395
Vehicle Stoppage,378,22,,car,Outer,0.26396797154199925
Vehicle Stoppage,379,22,,car,Outer,0.2674100409483519
Vehicle Stoppage,380,22,,car,Outer,0.26498822615354617
Vehicle Stoppage,381,22,,car,Outer,0.22597862730797894
Vehicle Stoppage,382,22,,car,Outer,0.20086224134963848
Vehicle Stoppage,383,22,,car,Outer,0.17655594014362916
Vehicle Stoppage,384,22,,car,Outer,0.174842214582175
Vehicle Stoppage,385,22,,car,Outer,0.17141088063480567
Vehicle Stoppage,386,22,,car,Outer,0.1722878115247893
Vehicle Stoppage,387,22,,car,Outer,0.17448495637160177
Vehicle Stoppage,388,22,,car,Outer,0.1811280762333628
Vehicle Stoppage,389,22,,car,Outer,0.18409250392126691
Vehicle Stoppage,390,22,,car,Outer,0.1800917543920345
Vehicle Stoppage,391,22,,car,Outer,0.1783270310412844
Vehicle Stoppage,392,22,,car,Outer,0.16301917065180166
Vehicle Stoppage,393,22,,car,Outer,0.1521352687577716
Vehicle Stoppage,394,22,,car,Outer,0.1543277032810367
Vehicle Stoppage,395,22,,car,Outer,0.15635869019661305
Vehicle Stoppage,396,22,,car,Outer,0.1738409905632195
Vehicle Stoppage,397,22,,car,Outer,0.1646306472076213
Vehicle Stoppage,398,22,,car,Outer,0.18186335529732475
Vehicle Stoppage,399,22,,car,Outer,0.16894075884759321
Vehicle Stoppage,400,22,,car,Outer,0.16861758508530722
Vehicle Stoppage,401,22,,car,Outer,0.16916855499767264
Vehicle Stoppage,402,22,,car,Outer,0.16715962431161896
Vehicle Stoppage,403,22,,car,Outer,0.18013297865743488
Vehicle Stoppage,404,22,,car,Outer,0.18692043761985805
Vehicle Stoppage,405,22,,car,Outer,0.1958834857766196
Vehicle Stoppage,406,22,,car,Outer,0.2009809194923765
Vehicle Stoppage,407,22,,car,Outer,0.23031571809149637
Vehicle Stoppage,408,22,,car,Outer,0.24660320354772333
Vehicle Stoppage,409,22,,car,Outer,0.2555343616815553
Vehicle Stoppage,410,22,,car,Outer,0.26440941738145407
Vehicle Stoppage,411,22,,car,Outer,0.2742831566100999
Vehicle Stoppage,412,22,,car,Outer,0.2734874951437425
Vehicle Stoppage,413,22,,car,Outer,0.26878818798451976
Vehicle Stoppage,414,22,,car,Outer,0.26666317706050013
Vehicle Stoppage,415,22,,car,Outer,0.26655674817944525
Vehicle Stoppage,416,22,,car,Outer,0.2604997696736066
Vehicle Stoppage,417,22,,car,Outer,0.25694764058071795
Vehicle Stoppage,418,22,,car,Outer,0.2511219026688076
Vehicle Stoppage,419,22,,car,Outer,0.2473595763256391
Vehicle Stoppage,420,22,,car,Outer,0.24294526132443708
Vehicle Stoppage,421,22,,car,Outer,0.23995668359101505
Vehicle Stoppage,422,22,,car,Outer,0.23576312264643925
Vehicle Stoppage,423,22,,car,Outer,0.231872809962707
Vehicle Stoppage,424,22,,car,Outer,0.23267711533367438
Vehicle Stoppage,425,22,,car,Outer,0.2350459104090101
Vehicle Stoppage,426,22,,car,Outer,0.24089952262301884
Vehicle Stoppage,427,22,,car,Outer,0.24694705910377113
Vehicle Stoppage,428,22,,car,Outer,0.24553492623249817
Vehicle Stoppage,429,22,,car,Outer,0.21260557377453676
Vehicle Stoppage,430,22,,car,Outer,0.1950961045228782
Vehicle Stoppage,431,22,,car,Outer,0.18453059366944896
Vehicle Stoppage,432,22,,car,Outer,0.17234117325816187
Vehicle Stoppage,433,22,,car,Outer,0.17745503655856013
Vehicle Stoppage,434,22,,car,Outer,0.17920170200084082
Vehicle Stoppage,435,22,,car,Outer,0.17037338407157113
Vehicle Stoppage,436,22,,car,Outer,0.16603689349057008
Vehicle Stoppage,437,22,,car,Outer,0.15779242694121767
Vehicle Stoppage,438,22,,car,Outer,0.15247485038523956
Vehicle Stoppage,439,22,,car,Outer,0.15916749039926326
Vehicle Stoppage,440,22,,car,Outer,0.15560890077370643
Vehicle Stoppage,441,22,,car,Outer,0.15114976017181844
Vehicle Stoppage,442,22,,car,Outer,0.15383432646844314
Vehicle Stoppage,443,22,,car,Outer,0.15813816743594378
Vehicle Stoppage,444,22,,car,Outer,0.16103179810211768
Vehicle Stoppage,445,22,,car,Outer,0.16022587181850706
Vehicle Stoppage,446,22,,car,Outer,0.1596873194715206
Vehicle Stoppage,447,22,,car,Outer,0.15873462130234975
Vehicle Stoppage,448,22,,car,Outer,0.1606158771728311
Vehicle Stoppage,449,22,,car,Outer,0.14889036234759492
Vehicle Stoppage,450,22,,car,Outer,0.1474037991369288
Vehicle Stoppage,451,22,,car,Outer,0.128206084099
Vehicle Stoppage,452,22,,car,Outer,0.12513053184574865
Vehicle Stoppage,453,22,,car,Outer,0.12197971142776387
Vehicle Stoppage,454,22,,car,Outer,0.11021887315700303
Vehicle Stoppage,455,22,,car,Outer,0.10885311203635945
Vehicle Stoppage,456,22,,car,Outer,0.11638573795787271
Vehicle Stoppage,457,22,,car,Outer,0.10896696747179925
Vehicle Stoppage,458,22,,car,Outer,0.11864438461216244
Vehicle Stoppage,459,22,,car,Outer,0.10807349351251305
Vehicle Stoppage,460,22,,car,Outer,0.09946320927860733
Vehicle Stoppage,461,22,,car,Outer,0.09024904431626901
Vehicle Stoppage,462,22,,car,Outer,0.08100617260431346
Vehicle Stoppage,463,22,,car,Outer,0.10338244531834277
Vehicle Stoppage,464,22,,car,Outer,0.11613647144630862
Vehicle Stoppage,465,22,,car,Outer,0.1023027370112829
Vehicle Stoppage,466,22,,car,Outer,0.12260868647856518
Vehicle Stoppage,467,22,,car,Outer,0.1110616495465409
Vehicle Stoppage,468,22,,car,Outer,0.10318686931969921
Vehicle Stoppage,469,22,,car,Outer,0.09667600529603863
Vehicle Stoppage,470,22,,car,Outer,0.09112672494937779
Vehicle Stoppage,471,22,,car,Outer,0.11905179545055272
Vehicle Stoppage,472,22,,car,Outer,0.13495232491513365
Vehicle Stoppage,473,22,,car,Outer,0.17578947636306308
Vehicle Stoppage,474,22,,car,Outer,0.18233068858532936
Vehicle Stoppage,475,22,,car,Outer,0.18559579736620835
Vehicle Stoppage,476,22,,car,Outer,0.18827705648856288
Vehicle Stoppage,477,22,,car,Outer,0.19185671737001841
Vehicle Stoppage,478,22,,car,Outer,0.1867122920431296
Vehicle Stoppage,479,22,,car,Outer,0.18522399952489865
Vehicle Stoppage,480,22,,car,Outer,0.18076418339925138
Vehicle Stoppage,481,22,,car,Outer,0.18073530369023247
Vehicle Stoppage,482,22,,car,Outer,0.16631848965162885
Vehicle Stoppage,483,22,,car,Outer,0.17008715412987552
Vehicle Stoppage,484,22,,car,Outer,0.1802533772221742
Vehicle Stoppage,485,22,,car,Outer,0.18440764626229833
Vehicle Stoppage,486,22,,car,Outer,0.1769611539293279
Vehicle Stoppage,487,22,,car,Outer,0.19630206315777105
Vehicle Stoppage,488,22,,car,Outer,0.18238007018311833
Vehicle Stoppage,489,22,,car,Outer,0.20132625263487208
Vehicle Stoppage,490,22,,car,Outer,0.21075872461181547
Vehicle Stoppage,491,22,,car,Outer,0.21649960738994437
Vehicle Stoppage,492,22,,car,Outer,0.21920082116634584
Vehicle Stoppage,493,22,,car,Outer,0.1713782074827453
Vehicle Stoppage,494,22,,car,Outer,0.17607183193231113
Vehicle Stoppage,495,22,,car,Outer,0.17648096214606646
Vehicle Stoppage,496,22,,car,Outer,0.17235892782214815
Vehicle Stoppage,497,22,,car,Outer,0.12341871819136567
Vehicle Stoppage,498,22,,car,Outer,0.09887709542659127
Vehicle Stoppage,499,22,,car,Outer,0.08530463058943834
Vehicle Stoppage,500,22,,car,Outer,0.0741099858318712
Vehicle Stoppage,501,22,,car,Outer,0.06123691697007411
Vehicle Stoppage,502,22,,car,Outer,0.057314919523630575
Vehicle Stoppage,503,22,,car,Outer,0.059092216069463153
Vehicle Stoppage,504,22,,car,Outer,0.05563353305336537
Vehicle Stoppage,505,22,,car,Outer,0.056208896093056314
Vehicle Stoppage,506,22,,car,Outer,0.06068978497242946
Vehicle Stoppage,507,22,,car,Outer,0.05845417008221104
Vehicle Stoppage,508,22,,car,Outer,0.059076983673844494
Vehicle Stoppage,509,22,,car,Outer,0.05942255464047447
Vehicle Stoppage,510,22,,car,Outer,0.06049528907278216
Vehicle Stoppage,511,22,,car,Outer,0.06420693109003221
Vehicle Stoppage,512,22,,car,Outer,0.059633715295956895
Vehicle Stoppage,513,22,,car,Outer,0.05919358073304776
Vehicle Stoppage,514,22,,car,Outer,0.058938781799424626
Vehicle Stoppage,515,22,,car,Outer,0.06185208161412425
Vehicle Stoppage,516,22,,car,Outer,0.06255429641519693
Vehicle Stoppage,517,22,,car,Outer,0.060804769549758324
Vehicle Stoppage,518,22,,car,Outer,0.0576279446102373
Vehicle Stoppage,519,22,,car,Outer,0.053509344978238026
Vehicle Stoppage,520,22,,car,Outer,0.05005287204546752
Vehicle Stoppage,521,22,,car,Outer,0.04789196174725009
Vehicle Stoppage,522,22,,car,Outer,0.04648655719667511
Vehicle Stoppage,523,22,,car,Outer,0.045069390943299315
Vehicle Stoppage,524,22,,car,Outer,0.04257628447857044
Vehicle Stoppage,525,22,,car,Outer,0.038078865529323346
Vehicle Stoppage,526,22,,car,Outer,0.040329889660152975
Vehicle Stoppage,527,22,,car,Outer,0.04682072190814905
Vehicle Stoppage,532,22,,car,Outer,0.060946205788382536
Vehicle Stoppage,572,22,,car,Outer,0.03437222716089438
Vehicle Stoppage,576,22,,car,Outer,0.03099193443461956
Vehicle Stoppage,577,22,,car,Outer,0.03883606571217631
Vehicle Stoppage,578,22,,car,Outer,0.039943084507830365
Vehicle Stoppage,579,22,,car,Outer,0.042425110488955954
Vehicle Stoppage,580,22,,car,Outer,0.0458931367417797
Vehicle Stoppage,581,22,,car,Outer,0.0516167608437463
Vehicle Stoppage,587,22,,car,Outer,0.06854407341265603
Vehicle Stoppage,588,22,,car,Outer,0.06944839810967156
Vehicle Stoppage,589,22,,car,Outer,0.07199923610706074
Vehicle Stoppage,590,22,,car,Outer,0.0738108393123981
Vehicle Stoppage,592,22,,car,Outer,0.07000414273455297
Vehicle Stoppage,595,22,,car,Outer,0.07913437938090266
Vehicle Stoppage,596,22,,car,Outer,0.08967463409459987
Vehicle Stoppage,597,22,,car,Outer,0.09865596788841655
Vehicle Stoppage,598,22,,car,Outer,0.11511737488320091
Vehicle Stoppage,599,22,,car,Outer,0.11827210152863478
Vehicle Stoppage,600,22,,car,Outer,0.11002617870307031
Vehicle Stoppage,601,22,,car,Outer,0.11515945467046847
Vehicle Stoppage,602,22,,car,Outer,0.10726924069835117
Vehicle Stoppage,603,22,,car,Outer,0.11539467058751539
Vehicle Stoppage,604,22,,car,Outer,0.1228825862358031
Vehicle Stoppage,605,22,,car,Outer,0.12673570925355118
Vehicle Stoppage,606,22,,car,Outer,0.13259577670499667
Vehicle Stoppage,607,22,,car,Outer,0.11421878129274295
Vehicle Stoppage,608,22,,car,Outer,0.10307589436915199
Vehicle Stoppage,609,22,,car,Outer,0.09608038301339666
Vehicle Stoppage,610,22,,car,Outer,0.09332020145713446
Vehicle Stoppage,611,22,,car,Outer,0.09526935498889652
Vehicle Stoppage,612,22,,car,Outer,0.09741093367789962
Vehicle Stoppage,613,22,,car,Outer,0.10260964866911662
Vehicle Stoppage,614,22,,car,Outer,0.10777518267208214
Vehicle Stoppage,615,22,,car,Outer,0.11683098903972321
Vehicle Stoppage,616,22,,car,Outer,0.12156849920929194
Vehicle Stoppage,617,22,,car,Outer,0.11545791441040268
Vehicle Stoppage,618,22,,car,Outer,0.11134293870740329
Vehicle Stoppage,619,22,,car,Outer,0.10839086677391213
Vehicle Stoppage,620,22,,car,Outer,0.10768588579753162
Vehicle Stoppage,621,22,,car,Outer,0.1066735206131319
Vehicle Stoppage,622,22,,car,Outer,0.1050809211988552
Vehicle Stoppage,623,22,,car,Outer,0.09863837995425108
Vehicle Stoppage,624,22,,car,Outer,0.0951873941233792
Vehicle Stoppage,625,22,,car,Outer,0.0916856041044605
Vehicle Stoppage,626,22,,car,Outer,0.08750617121094939
Vehicle Stoppage,627,22,,car,Outer,0.11299778758896034
Vehicle Stoppage,628,22,,car,Outer,0.11924671903243203
Vehicle Stoppage,629,22,,car,Outer,0.1252987629627681
Vehicle Stoppage,630,22,,car,Outer,0.11301278688714879
Vehicle Stoppage,631,22,,car,Outer,0.10944080591808598
Vehicle Stoppage,632,22,,car,Outer,0.10911021950303469
Vehicle Stoppage,633,22,,car,Outer,0.10659399607857256
Vehicle Stoppage,635,22,,car,Outer,0.1034835252588559
